date,category,region,sales,revenue,month,quarter
2023-01-02,Clothing,East,69,7720.02531573309,2023-01,Q1-2023
2023-01-02,Clothing,West,130,45109.06669299947,2023-01,Q1-2023
2023-01-02,Clothing,Central,194,96672.9479888668,2023-01,Q1-2023
2023-01-02,Books,North,92,33594.81416087273,2023-01,Q1-2023
2023-01-02,Books,South,54,24272.81339989132,2023-01,Q1-2023
2023-01-02,Books,East,78,24282.10041241956,2023-01,Q1-2023
2023-01-02,Books,West,92,17242.063818257888,2023-01,Q1-2023
2023-01-02,Books,Central,135,36754.04319739365,2023-01,Q1-2023
2023-01-02,Home & Kitchen,North,238,70006.05869242971,2023-01,Q1-2023
2023-01-02,Home & Kitchen,South,91,24482.09116368969,2023-01,Q1-2023
2023-01-02,Home & Kitchen,East,63,21438.68031356651,2023-01,Q1-2023
2023-01-02,Home & Kitchen,West,188,33153.3418624964,2023-01,Q1-2023
2023-01-02,Home & Kitchen,Central,97,44783.83063312258,2023-01,Q1-2023
2023-01-02,Sports,North,220,53390.23068341412,2023-01,Q1-2023
2023-01-02,Sports,South,133,16794.140889162634,2023-01,Q1-2023
2023-01-02,Sports,East,109,33411.500392883354,2023-01,Q1-2023
2023-01-02,Sports,West,312,88373.48319186864,2023-01,Q1-2023
2023-01-02,Sports,Central,150,55351.492291433,2023-01,Q1-2023
2023-01-03,Electronics,North,143,23636.916820303377,2023-01,Q1-2023
2023-01-03,Electronics,South,199,81437.33327647472,2023-01,Q1-2023
2023-01-03,Electronics,East,101,31359.409500818543,2023-01,Q1-2023
2023-01-03,Electronics,West,161,41782.57641369674,2023-01,Q1-2023
2023-01-03,Electronics,Central,162,10323.468220556702,2023-01,Q1-2023
2023-01-03,Clothing,North,157,44746.486322871926,2023-01,Q1-2023
2023-01-03,Clothing,South,102,7472.191001639094,2023-01,Q1-2023
2023-01-03,Clothing,East,108,12123.960291505146,2023-01,Q1-2023
2023-01-03,Clothing,West,104,25488.77051877873,2023-01,Q1-2023
2023-01-03,Clothing,Central,130,47214.49105648133,2023-01,Q1-2023
2023-01-03,Books,North,48,14263.2959576522,2023-01,Q1-2023
2023-01-03,Books,South,34,11059.32741738559,2023-01,Q1-2023
2023-01-03,Books,East,38,3884.8421526682678,2023-01,Q1-2023
2023-01-03,Books,West,146,30052.193895573633,2023-01,Q1-2023
2023-01-03,Books,Central,55,3871.274241858102,2023-01,Q1-2023
2023-01-03,Home & Kitchen,North,201,58836.69020778566,2023-01,Q1-2023
2023-01-03,Home & Kitchen,South,128,7927.0514871974165,2023-01,Q1-2023
2023-01-03,Home & Kitchen,East,136,34845.07689808081,2023-01,Q1-2023
2023-01-03,Home & Kitchen,West,194,27743.544617239873,2023-01,Q1-2023
2023-01-03,Home & Kitchen,Central,187,10883.366628577909,2023-01,Q1-2023
2023-01-03,Sports,North,218,44315.27026444195,2023-01,Q1-2023
2023-01-03,Sports,South,175,58279.24918391587,2023-01,Q1-2023
2023-01-03,Sports,East,134,51962.069523943755,2023-01,Q1-2023
2023-01-03,Sports,West,183,28798.451403734514,2023-01,Q1-2023
2023-01-03,Sports,Central,230,63793.62054835321,2023-01,Q1-2023
2023-01-04,Electronics,North,233,12786.327757709283,2023-01,Q1-2023
2023-01-04,Electronics,South,196,52358.34775848106,2023-01,Q1-2023
2023-01-04,Electronics,East,135,40387.4604300074,2023-01,Q1-2023
2023-01-04,Electronics,West,193,17571.25004977876,2023-01,Q1-2023
2023-01-04,Electronics,Central,138,14169.861720154324,2023-01,Q1-2023
2023-01-04,Clothing,North,83,30528.147184295132,2023-01,Q1-2023
2023-01-04,Clothing,South,76,16475.961429687668,2023-01,Q1-2023
2023-01-04,Clothing,East,92,33918.70149714447,2023-01,Q1-2023
2023-01-04,Clothing,West,175,34757.38666025401,2023-01,Q1-2023
2023-01-04,Clothing,Central,144,55215.10618701131,2023-01,Q1-2023
2023-01-04,Books,North,95,45882.87644728667,2023-01,Q1-2023
2023-01-04,Books,South,82,4548.500116054222,2023-01,Q1-2023
2023-01-04,Books,East,71,20410.05043530728,2023-01,Q1-2023
2023-01-04,Books,West,84,27991.268521512924,2023-01,Q1-2023
2023-01-04,Books,Central,80,29089.302011097334,2023-01,Q1-2023
2023-01-04,Home & Kitchen,North,99,47290.83161561069,2023-01,Q1-2023
2023-01-04,Home & Kitchen,South,161,20343.309037233725,2023-01,Q1-2023
2023-01-04,Home & Kitchen,East,91,7733.233383716129,2023-01,Q1-2023
2023-01-04,Home & Kitchen,West,168,70583.81556499157,2023-01,Q1-2023
2023-01-04,Home & Kitchen,Central,133,62473.79972873769,2023-01,Q1-2023
2023-01-04,Sports,North,188,50039.3089258936,2023-01,Q1-2023
2023-01-04,Sports,South,151,63891.70879700765,2023-01,Q1-2023
2023-01-04,Sports,East,67,24205.189074642698,2023-01,Q1-2023
2023-01-04,Sports,West,207,98354.92773854817,2023-01,Q1-2023
2023-01-04,Sports,Central,103,49370.26511344178,2023-01,Q1-2023
2023-01-05,Electronics,North,102,7252.547871616994,2023-01,Q1-2023
2023-01-05,Electronics,South,151,42895.10990055995,2023-01,Q1-2023
2023-01-05,Electronics,East,65,17291.344535290395,2023-01,Q1-2023
2023-01-05,Electronics,West,338,49291.84896550532,2023-01,Q1-2023
2023-01-05,Electronics,Central,282,94890.16441386766,2023-01,Q1-2023
2023-01-05,Clothing,North,184,42033.742376201175,2023-01,Q1-2023
2023-01-05,Clothing,South,95,37621.23344123324,2023-01,Q1-2023
2023-01-05,Clothing,East,105,28526.204941163087,2023-01,Q1-2023
2023-01-05,Clothing,West,244,26350.993465789285,2023-01,Q1-2023
2023-01-05,Clothing,Central,177,23192.358242621627,2023-01,Q1-2023
2023-01-05,Books,North,78,38056.17325938066,2023-01,Q1-2023
2023-01-05,Books,South,50,10264.359126003701,2023-01,Q1-2023
2023-01-05,Books,East,43,12491.09479722432,2023-01,Q1-2023
2023-01-05,Books,West,124,24619.552842706675,2023-01,Q1-2023
2023-01-05,Books,Central,75,26962.7342019928,2023-01,Q1-2023
2023-01-05,Home & Kitchen,North,144,7368.157580060297,2023-01,Q1-2023
2023-01-05,Home & Kitchen,South,158,21019.444476238426,2023-01,Q1-2023
2023-01-05,Home & Kitchen,East,69,17811.70293593424,2023-01,Q1-2023
2023-01-05,Home & Kitchen,West,183,67894.33839759289,2023-01,Q1-2023
2023-01-05,Home & Kitchen,Central,123,19570.742376182287,2023-01,Q1-2023
2023-01-05,Sports,North,130,18869.70840929786,2023-01,Q1-2023
2023-01-05,Sports,South,99,35204.00831788701,2023-01,Q1-2023
2023-01-05,Sports,East,142,54182.95617773493,2023-01,Q1-2023
2023-01-05,Sports,West,252,55552.81578287621,2023-01,Q1-2023
2023-01-05,Sports,Central,176,54005.641729777824,2023-01,Q1-2023
2023-01-06,Electronics,North,256,13667.95863304541,2023-01,Q1-2023
2023-01-06,Electronics,South,131,56705.69267644082,2023-01,Q1-2023
2023-01-06,Electronics,East,151,35436.4643939475,2023-01,Q1-2023
2023-01-06,Electronics,West,254,111627.46448968195,2023-01,Q1-2023
2023-01-06,Electronics,Central,370,107583.6158854776,2023-01,Q1-2023
2023-01-06,Clothing,North,204,99061.8553050887,2023-01,Q1-2023
2023-01-06,Clothing,South,102,37561.861390080005,2023-01,Q1-2023
2023-01-06,Clothing,East,132,15769.145287287616,2023-01,Q1-2023
2023-01-06,Clothing,West,301,23634.139750536393,2023-01,Q1-2023
2023-01-06,Clothing,Central,125,20573.536830461715,2023-01,Q1-2023
2023-01-06,Books,North,103,24238.826370725896,2023-01,Q1-2023
2023-01-06,Books,South,115,44354.18169714617,2023-01,Q1-2023
2023-01-06,Books,East,122,56962.07335507515,2023-01,Q1-2023
2023-01-06,Books,West,219,24724.56771652083,2023-01,Q1-2023
2023-01-06,Books,Central,92,38760.49281508181,2023-01,Q1-2023
2023-01-06,Home & Kitchen,North,243,108071.87913791339,2023-01,Q1-2023
2023-01-06,Home & Kitchen,South,185,68672.38936670589,2023-01,Q1-2023
2023-01-06,Home & Kitchen,East,178,44043.44849860596,2023-01,Q1-2023
2023-01-06,Home & Kitchen,West,270,41326.584997362756,2023-01,Q1-2023
2023-01-06,Home & Kitchen,Central,236,26590.694116851726,2023-01,Q1-2023
2023-01-06,Sports,North,235,91316.6299441055,2023-01,Q1-2023
2023-01-06,Sports,South,203,79800.60094241207,2023-01,Q1-2023
2023-01-06,Sports,East,213,22869.788284520513,2023-01,Q1-2023
2023-01-06,Sports,West,301,70442.97873623006,2023-01,Q1-2023
2023-01-06,Sports,Central,200,32661.915301625748,2023-01,Q1-2023
2023-01-07,Electronics,North,276,86257.26090995215,2023-01,Q1-2023
2023-01-07,Electronics,South,134,37205.087336733304,2023-01,Q1-2023
2023-01-07,Electronics,East,205,83135.307774697,2023-01,Q1-2023
2023-01-07,Electronics,West,258,98401.17575603032,2023-01,Q1-2023
2023-01-07,Electronics,Central,208,32480.8048380996,2023-01,Q1-2023
2023-01-07,Clothing,North,315,139057.80932230668,2023-01,Q1-2023
2023-01-07,Clothing,South,229,11927.329970624325,2023-01,Q1-2023
2023-01-07,Clothing,East,101,46857.43776595996,2023-01,Q1-2023
2023-01-07,Clothing,West,146,45870.382325772465,2023-01,Q1-2023
2023-01-07,Clothing,Central,192,36511.28198587024,2023-01,Q1-2023
2023-01-07,Books,North,113,14703.128915326863,2023-01,Q1-2023
2023-01-07,Books,South,116,10255.252673705209,2023-01,Q1-2023
2023-01-07,Books,East,119,48778.32728207712,2023-01,Q1-2023
2023-01-07,Books,West,153,10166.444631341334,2023-01,Q1-2023
2023-01-07,Books,Central,138,25160.174579622333,2023-01,Q1-2023
2023-01-07,Home & Kitchen,North,339,92769.17279268154,2023-01,Q1-2023
2023-01-07,Home & Kitchen,South,101,48050.94775397361,2023-01,Q1-2023
2023-01-07,Home & Kitchen,East,193,79195.11765356961,2023-01,Q1-2023
2023-01-07,Home & Kitchen,West,360,22389.550785564326,2023-01,Q1-2023
2023-01-07,Home & Kitchen,Central,246,49857.32692070834,2023-01,Q1-2023
2023-01-07,Sports,North,345,170750.1433985825,2023-01,Q1-2023
2023-01-07,Sports,South,126,42204.75193745146,2023-01,Q1-2023
2023-01-07,Sports,East,231,102656.3616872368,2023-01,Q1-2023
2023-01-07,Sports,West,302,100005.05673477783,2023-01,Q1-2023
2023-01-07,Sports,Central,190,62864.73162110096,2023-01,Q1-2023
2023-01-08,Electronics,North,459,218853.03055303346,2023-01,Q1-2023
2023-01-08,Electronics,South,219,108057.94862142295,2023-01,Q1-2023
2023-01-08,Electronics,East,225,82008.14263254157,2023-01,Q1-2023
2023-01-08,Electronics,West,232,25409.636441484494,2023-01,Q1-2023
2023-01-08,Electronics,Central,189,87211.11349797045,2023-01,Q1-2023
2023-01-08,Clothing,North,189,43916.34988675493,2023-01,Q1-2023
2023-01-08,Clothing,South,179,79341.8457476606,2023-01,Q1-2023
2023-01-08,Clothing,East,170,40785.75855562758,2023-01,Q1-2023
2023-01-08,Clothing,West,252,100029.80395572326,2023-01,Q1-2023
2023-01-08,Clothing,Central,140,29407.381137291795,2023-01,Q1-2023
2023-01-08,Books,North,146,33359.86380951997,2023-01,Q1-2023
2023-01-08,Books,South,80,11737.853629267243,2023-01,Q1-2023
2023-01-08,Books,East,64,7654.5576574372035,2023-01,Q1-2023
2023-01-08,Books,West,250,58939.27444325963,2023-01,Q1-2023
2023-01-08,Books,Central,142,11952.14492261885,2023-01,Q1-2023
2023-01-08,Home & Kitchen,North,320,30845.49942597926,2023-01,Q1-2023
2023-01-08,Home & Kitchen,South,156,74506.66223822033,2023-01,Q1-2023
2023-01-08,Home & Kitchen,East,88,42343.56340295564,2023-01,Q1-2023
2023-01-08,Home & Kitchen,West,335,112812.66065326513,2023-01,Q1-2023
2023-01-08,Home & Kitchen,Central,224,78727.68042664396,2023-01,Q1-2023
2023-01-08,Sports,North,327,151064.10299008034,2023-01,Q1-2023
2023-01-08,Sports,South,213,103725.9327991005,2023-01,Q1-2023
2023-01-08,Sports,East,115,39396.160385437055,2023-01,Q1-2023
2023-01-08,Sports,West,418,187368.19086202915,2023-01,Q1-2023
2023-01-08,Sports,Central,224,42981.26605332552,2023-01,Q1-2023
2023-01-09,Electronics,North,104,16102.503418470062,2023-01,Q1-2023
2023-01-09,Electronics,South,119,34274.58352715721,2023-01,Q1-2023
2023-01-09,Electronics,East,174,68770.84302330723,2023-01,Q1-2023
2023-01-09,Electronics,West,211,83497.560646436,2023-01,Q1-2023
2023-01-09,Electronics,Central,273,71059.12766915062,2023-01,Q1-2023
2023-01-09,Clothing,North,111,11017.906554021802,2023-01,Q1-2023
2023-01-09,Clothing,South,130,21650.4851187061,2023-01,Q1-2023
2023-01-09,Clothing,East,94,30113.774284504976,2023-01,Q1-2023
2023-01-09,Clothing,West,203,31313.20992137756,2023-01,Q1-2023
2023-01-09,Clothing,Central,178,75434.46567182502,2023-01,Q1-2023
2023-01-09,Books,North,120,24906.763995003424,2023-01,Q1-2023
2023-01-09,Books,South,76,24226.77327711766,2023-01,Q1-2023
2023-01-09,Books,East,53,26412.608252990376,2023-01,Q1-2023
2023-01-09,Books,West,77,22456.163753256777,2023-01,Q1-2023
2023-01-09,Books,Central,62,15862.355527886433,2023-01,Q1-2023
2023-01-09,Home & Kitchen,North,182,36049.30682379244,2023-01,Q1-2023
2023-01-09,Home & Kitchen,South,171,28538.0536603571,2023-01,Q1-2023
2023-01-09,Home & Kitchen,East,77,7643.096000886827,2023-01,Q1-2023
2023-01-09,Home & Kitchen,West,224,61110.769923008615,2023-01,Q1-2023
2023-01-09,Home & Kitchen,Central,160,55672.06472767265,2023-01,Q1-2023
2023-01-09,Sports,North,119,33863.48971726122,2023-01,Q1-2023
2023-01-09,Sports,South,121,44620.364082133645,2023-01,Q1-2023
2023-01-09,Sports,East,69,30824.832972519373,2023-01,Q1-2023
2023-01-09,Sports,West,293,44794.227547061164,2023-01,Q1-2023
2023-01-09,Sports,Central,118,6239.089788163863,2023-01,Q1-2023
2023-01-10,Electronics,North,116,11847.04932392945,2023-01,Q1-2023
2023-01-10,Electronics,South,158,63347.00759524631,2023-01,Q1-2023
2023-01-10,Electronics,East,109,24685.016921386894,2023-01,Q1-2023
2023-01-10,Electronics,West,238,94458.47502474001,2023-01,Q1-2023
2023-01-10,Electronics,Central,173,13893.244324343876,2023-01,Q1-2023
2023-01-10,Clothing,North,223,15740.213093085664,2023-01,Q1-2023
2023-01-10,Clothing,South,65,14470.658616864439,2023-01,Q1-2023
2023-01-10,Clothing,East,51,21341.1305150453,2023-01,Q1-2023
2023-01-10,Clothing,West,219,52950.16733535514,2023-01,Q1-2023
2023-01-10,Clothing,Central,193,81381.21850972102,2023-01,Q1-2023
2023-01-10,Books,North,89,30663.174131959466,2023-01,Q1-2023
2023-01-10,Books,South,84,38580.026513827535,2023-01,Q1-2023
2023-01-10,Books,East,32,14475.028532979535,2023-01,Q1-2023
2023-01-10,Books,West,150,55757.37271365172,2023-01,Q1-2023
2023-01-10,Books,Central,140,17032.48151159366,2023-01,Q1-2023
2023-01-10,Home & Kitchen,North,97,24653.727150520586,2023-01,Q1-2023
2023-01-10,Home & Kitchen,South,144,66870.94053845652,2023-01,Q1-2023
2023-01-10,Home & Kitchen,East,61,19720.562004810323,2023-01,Q1-2023
2023-01-10,Home & Kitchen,West,198,62492.51695470896,2023-01,Q1-2023
2023-01-10,Home & Kitchen,Central,166,13711.782518253549,2023-01,Q1-2023
2023-01-10,Sports,North,126,45705.47294337496,2023-01,Q1-2023
2023-01-10,Sports,South,158,18275.059463898844,2023-01,Q1-2023
2023-01-10,Sports,East,104,34129.688366087976,2023-01,Q1-2023
2023-01-10,Sports,West,137,39786.03199844784,2023-01,Q1-2023
2023-01-10,Sports,Central,227,24906.914275498617,2023-01,Q1-2023
2023-01-11,Electronics,North,230,28834.44726381372,2023-01,Q1-2023
2023-01-11,Electronics,South,114,7320.369229555436,2023-01,Q1-2023
2023-01-11,Electronics,East,62,29192.130646854926,2023-01,Q1-2023
2023-01-11,Electronics,West,228,74217.6693514068,2023-01,Q1-2023
2023-01-11,Electronics,Central,244,98264.81436539104,2023-01,Q1-2023
2023-01-11,Clothing,North,78,6765.212369273694,2023-01,Q1-2023
2023-01-11,Clothing,South,131,42847.992193495214,2023-01,Q1-2023
2023-01-11,Clothing,East,83,28752.735414957722,2023-01,Q1-2023
2023-01-11,Clothing,West,155,45587.88484142589,2023-01,Q1-2023
2023-01-11,Clothing,Central,73,17394.433057732393,2023-01,Q1-2023
2023-01-11,Books,North,145,69940.93098452524,2023-01,Q1-2023
2023-01-11,Books,South,68,26892.350974843474,2023-01,Q1-2023
2023-01-11,Books,East,64,15832.124072660205,2023-01,Q1-2023
2023-01-11,Books,West,158,54471.163990962916,2023-01,Q1-2023
2023-01-11,Books,Central,60,25571.947722092653,2023-01,Q1-2023
2023-01-11,Home & Kitchen,North,214,71613.65334969328,2023-01,Q1-2023
2023-01-11,Home & Kitchen,South,168,72991.51305874018,2023-01,Q1-2023
2023-01-11,Home & Kitchen,East,142,44987.48574925086,2023-01,Q1-2023
2023-01-11,Home & Kitchen,West,290,141008.30806475502,2023-01,Q1-2023
2023-01-11,Home & Kitchen,Central,135,21006.44782438923,2023-01,Q1-2023
2023-01-11,Sports,North,230,46379.828760638135,2023-01,Q1-2023
2023-01-11,Sports,South,87,28511.22622554778,2023-01,Q1-2023
2023-01-11,Sports,East,86,5719.184222328113,2023-01,Q1-2023
2023-01-11,Sports,West,316,130366.29574949756,2023-01,Q1-2023
2023-01-11,Sports,Central,241,119056.85371973418,2023-01,Q1-2023
2023-01-12,Electronics,North,147,15427.570811763273,2023-01,Q1-2023
2023-01-12,Electronics,South,124,61253.96086110366,2023-01,Q1-2023
2023-01-12,Electronics,East,90,22916.96415317129,2023-01,Q1-2023
2023-01-12,Electronics,West,349,38292.83638231752,2023-01,Q1-2023
2023-01-12,Electronics,Central,156,19199.209005294928,2023-01,Q1-2023
2023-01-12,Clothing,North,76,33490.46509971069,2023-01,Q1-2023
2023-01-12,Clothing,South,95,45132.257882514496,2023-01,Q1-2023
2023-01-12,Clothing,East,127,38960.34702040911,2023-01,Q1-2023
2023-01-12,Clothing,West,228,105656.34197153353,2023-01,Q1-2023
2023-01-12,Clothing,Central,93,31904.100089186442,2023-01,Q1-2023
2023-01-12,Books,North,133,58506.35425152958,2023-01,Q1-2023
2023-01-12,Books,South,46,8275.791827484209,2023-01,Q1-2023
2023-01-12,Books,East,31,12819.450890080556,2023-01,Q1-2023
2023-01-12,Books,West,94,39294.38734420342,2023-01,Q1-2023
2023-01-12,Books,Central,131,28152.907480668906,2023-01,Q1-2023
2023-01-12,Home & Kitchen,North,164,41313.589349542766,2023-01,Q1-2023
2023-01-12,Home & Kitchen,South,154,49518.98752132949,2023-01,Q1-2023
2023-01-12,Home & Kitchen,East,57,16761.628006730287,2023-01,Q1-2023
2023-01-12,Home & Kitchen,West,282,33007.06652261771,2023-01,Q1-2023
2023-01-12,Home & Kitchen,Central,134,30480.229026246518,2023-01,Q1-2023
2023-01-12,Sports,North,270,76829.94709696811,2023-01,Q1-2023
2023-01-12,Sports,South,185,84011.04320008641,2023-01,Q1-2023
2023-01-12,Sports,East,76,10542.671128792404,2023-01,Q1-2023
2023-01-12,Sports,West,254,68235.14207499701,2023-01,Q1-2023
2023-01-12,Sports,Central,232,75318.84697765988,2023-01,Q1-2023
2023-01-13,Electronics,North,431,45189.807802700976,2023-01,Q1-2023
2023-01-13,Electronics,South,116,21213.526697300185,2023-01,Q1-2023
2023-01-13,Electronics,East,277,74123.96486363861,2023-01,Q1-2023
2023-01-13,Electronics,West,197,19805.78013205458,2023-01,Q1-2023
2023-01-13,Electronics,Central,395,176917.6988601795,2023-01,Q1-2023
2023-01-13,Clothing,North,163,20969.632031388115,2023-01,Q1-2023
2023-01-13,Clothing,South,137,54969.39801478408,2023-01,Q1-2023
2023-01-13,Clothing,East,92,32396.98131856744,2023-01,Q1-2023
2023-01-13,Clothing,West,176,67160.40059957922,2023-01,Q1-2023
2023-01-13,Clothing,Central,320,49400.381840700466,2023-01,Q1-2023
2023-01-13,Books,North,184,20497.211511697504,2023-01,Q1-2023
2023-01-13,Books,South,144,36087.251264604434,2023-01,Q1-2023
2023-01-13,Books,East,127,12299.866462305106,2023-01,Q1-2023
2023-01-13,Books,West,162,14344.486395579786,2023-01,Q1-2023
2023-01-13,Books,Central,75,11399.653575160844,2023-01,Q1-2023
2023-01-13,Home & Kitchen,North,157,66621.12895121297,2023-01,Q1-2023
2023-01-13,Home & Kitchen,South,104,37030.17437564152,2023-01,Q1-2023
2023-01-13,Home & Kitchen,East,172,12651.028985875742,2023-01,Q1-2023
2023-01-13,Home & Kitchen,West,382,76440.60555427126,2023-01,Q1-2023
2023-01-13,Home & Kitchen,Central,188,63117.6198570014,2023-01,Q1-2023
2023-01-13,Sports,North,403,169184.5986014621,2023-01,Q1-2023
2023-01-13,Sports,South,161,25049.81883042761,2023-01,Q1-2023
2023-01-13,Sports,East,219,34962.369368094056,2023-01,Q1-2023
2023-01-13,Sports,West,240,66738.55063661213,2023-01,Q1-2023
2023-01-13,Sports,Central,278,61551.7816414245,2023-01,Q1-2023
2023-01-14,Electronics,North,156,35668.102498614695,2023-01,Q1-2023
2023-01-14,Electronics,South,314,145610.08581519718,2023-01,Q1-2023
2023-01-14,Electronics,East,248,116254.42595426105,2023-01,Q1-2023
2023-01-14,Electronics,West,278,112732.80758201338,2023-01,Q1-2023
2023-01-14,Electronics,Central,168,60938.3023210261,2023-01,Q1-2023
2023-01-14,Clothing,North,271,72007.27397481102,2023-01,Q1-2023
2023-01-14,Clothing,South,129,58594.08746434158,2023-01,Q1-2023
2023-01-14,Clothing,East,124,12994.314640790333,2023-01,Q1-2023
2023-01-14,Clothing,West,361,174508.04987766128,2023-01,Q1-2023
2023-01-14,Clothing,Central,164,72856.56321373554,2023-01,Q1-2023
2023-01-14,Books,North,86,28278.053854546004,2023-01,Q1-2023
2023-01-14,Books,South,95,13802.541240949198,2023-01,Q1-2023
2023-01-14,Books,East,99,12553.114993402429,2023-01,Q1-2023
2023-01-14,Books,West,154,55666.780979403346,2023-01,Q1-2023
2023-01-14,Books,Central,77,32054.069838383555,2023-01,Q1-2023
2023-01-14,Home & Kitchen,North,372,151196.47429151493,2023-01,Q1-2023
2023-01-14,Home & Kitchen,South,219,28382.228153926848,2023-01,Q1-2023
2023-01-14,Home & Kitchen,East,222,59186.28074836884,2023-01,Q1-2023
2023-01-14,Home & Kitchen,West,292,84939.75127287055,2023-01,Q1-2023
2023-01-14,Home & Kitchen,Central,273,46330.468302961024,2023-01,Q1-2023
2023-01-14,Sports,North,271,43242.138246973554,2023-01,Q1-2023
2023-01-14,Sports,South,150,72044.99786880401,2023-01,Q1-2023
2023-01-14,Sports,East,234,44912.34612226574,2023-01,Q1-2023
2023-01-14,Sports,West,271,47618.89271433866,2023-01,Q1-2023
2023-01-14,Sports,Central,222,49696.25609384672,2023-01,Q1-2023
2023-01-15,Electronics,North,306,136814.66495080493,2023-01,Q1-2023
2023-01-15,Electronics,South,203,14519.345443001535,2023-01,Q1-2023
2023-01-15,Electronics,East,186,89359.16703766648,2023-01,Q1-2023
2023-01-15,Electronics,West,231,48435.75939870376,2023-01,Q1-2023
2023-01-15,Electronics,Central,152,13251.04818061398,2023-01,Q1-2023
2023-01-15,Clothing,North,292,64786.86865039052,2023-01,Q1-2023
2023-01-15,Clothing,South,130,44168.39883215614,2023-01,Q1-2023
2023-01-15,Clothing,East,200,81884.2772489117,2023-01,Q1-2023
2023-01-15,Clothing,West,347,108295.29807906154,2023-01,Q1-2023
2023-01-15,Clothing,Central,136,16386.272342797067,2023-01,Q1-2023
2023-01-15,Books,North,108,26755.082499150376,2023-01,Q1-2023
2023-01-15,Books,South,94,32017.797375315215,2023-01,Q1-2023
2023-01-15,Books,East,87,29252.170400022653,2023-01,Q1-2023
2023-01-15,Books,West,196,76231.12302756213,2023-01,Q1-2023
2023-01-15,Books,Central,123,13441.187610710003,2023-01,Q1-2023
2023-01-15,Home & Kitchen,North,304,115447.25132402308,2023-01,Q1-2023
2023-01-15,Home & Kitchen,South,98,29817.46988508261,2023-01,Q1-2023
2023-01-15,Home & Kitchen,East,199,88497.74743734622,2023-01,Q1-2023
2023-01-15,Home & Kitchen,West,326,125109.15942394682,2023-01,Q1-2023
2023-01-15,Home & Kitchen,Central,314,128750.02787719124,2023-01,Q1-2023
2023-01-15,Sports,North,389,156652.75187416878,2023-01,Q1-2023
2023-01-15,Sports,South,138,53210.06790760952,2023-01,Q1-2023
2023-01-15,Sports,East,122,24048.545736960543,2023-01,Q1-2023
2023-01-15,Sports,West,495,168059.59382534996,2023-01,Q1-2023
2023-01-15,Sports,Central,259,94024.29497420284,2023-01,Q1-2023
2023-01-16,Electronics,North,295,66213.66970311484,2023-01,Q1-2023
2023-01-16,Electronics,South,88,33046.828718246536,2023-01,Q1-2023
2023-01-16,Electronics,East,119,42174.8580384717,2023-01,Q1-2023
2023-01-16,Electronics,West,249,83768.7774500577,2023-01,Q1-2023
2023-01-16,Electronics,Central,278,102430.88493608857,2023-01,Q1-2023
2023-01-16,Clothing,North,206,40723.468259583184,2023-01,Q1-2023
2023-01-16,Clothing,South,112,37985.286056573656,2023-01,Q1-2023
2023-01-16,Clothing,East,97,41507.36976799469,2023-01,Q1-2023
